type,coords
school,"[(126.970419, 37.5661186), (126.9706457, 37.5664033), (126.9708976, 37.5662773), (126.9708401, 37.5662051), (126.9708785, 37.5661859), (126.9708105, 37.5661005), (126.9707836, 37.5660667), (126.9707711, 37.566051), (126.9707692, 37.5660487), (126.9707092, 37.5659733), (126.970419, 37.5661186)]"
school,"[(126.9182046, 37.5793619), (126.9183195, 37.5793918), (126.9183636, 37.5792825), (126.9183014, 37.5792671), (126.9183373, 37.5791875), (126.9184107, 37.5792103), (126.9186444, 37.5788007), (126.9185291, 37.5787646), (126.9184915, 37.5788368), (126.9184567, 37.578822), (126.9183494, 37.5789963), (126.9183118, 37.5789814), (126.9182636, 37.5790707), (126.9183306, 37.5790898), (126.9182046, 37.5793619)]"
school,"[(126.9194338, 37.5793585), (126.9197885, 37.5794473), (126.9198294, 37.5793446), (126.9194722, 37.5792552), (126.9194338, 37.5793585)]"
school,"[(126.9173835, 37.5795016), (126.9176215, 37.5797664), (126.917566, 37.5797978), (126.9176298, 37.5798687), (126.9176829, 37.5798387), (126.918014, 37.580207), (126.9179741, 37.5802295), (126.9180481, 37.5803118), (126.9180784, 37.5802947), (126.9182854, 37.5805249), (126.9183939, 37.5804637), (126.9174801, 37.5794471), (126.9173835, 37.5795016)]"
school,"[(126.9176138, 37.5794282), (126.9176808, 37.579503), (126.9181023, 37.5792656), (126.9180278, 37.5791824), (126.9180501, 37.5791698), (126.9180221, 37.5791386), (126.9179567, 37.5791754), (126.9179923, 37.5792151), (126.9176138, 37.5794282)]"
school,"[(126.9791202, 37.5449796), (126.9795166, 37.5450806), (126.9796157, 37.544887), (126.9791981, 37.5447803), (126.9791202, 37.5449796)]"
school,"[(126.9790252, 37.5451583), (126.9794875, 37.5452694), (126.9794922, 37.5452139), (126.9794222, 37.5451991), (126.9794362, 37.5451546), (126.9790532, 37.5450621), (126.9790252, 37.5451583)]"
school,"[(126.9795202, 37.5456138), (126.9801367, 37.5457693), (126.9801927, 37.5456249), (126.9800152, 37.5455916), (126.9800386, 37.5455545), (126.9797304, 37.5454694), (126.9797024, 37.5455027), (126.9795809, 37.5454694), (126.9795202, 37.5456138)]"
school,"[(126.9788908, 37.5455403), (126.9792744, 37.545636), (126.9792475, 37.5457019), (126.9793602, 37.5457253), (126.9794621, 37.5454318), (126.9789605, 37.5453064), (126.9788908, 37.5455403)]"
school,"[(127.0275175, 37.5676786), (127.0275637, 37.5678465), (127.0276666, 37.5678287), (127.0276608, 37.5678077), (127.0277749, 37.567788), (127.027781, 37.5678102), (127.0278358, 37.5678007), (127.0278175, 37.5677341), (127.0279262, 37.5677153), (127.0279871, 37.567937), (127.0276215, 37.5680001), (127.0276648, 37.568158), (127.0277177, 37.5681489), (127.0277103, 37.5681218), (127.027821, 37.5681027), (127.0278271, 37.5681248), (127.0279254, 37.5681078), (127.0279086, 37.5680467), (127.0281441, 37.568006), (127.0281264, 37.5679415), (127.0281785, 37.5679325), (127.0280816, 37.567581), (127.0278341, 37.5676239), (127.0275175, 37.5676786)]"
school,"[(127.0266133, 37.5667975), (127.0266146, 37.5669973), (127.0271206, 37.5669952), (127.027121, 37.5670472), (127.0274377, 37.5670459), (127.0274368, 37.5668974), (127.027232, 37.5668983), (127.0272308, 37.5667187), (127.0273813, 37.5667181), (127.0273809, 37.5666677), (127.0274409, 37.5666675), (127.0274403, 37.5665764), (127.0267041, 37.5665797), (127.0267045, 37.5666387), (127.0266555, 37.566639), (127.0266562, 37.5667366), (127.0268709, 37.5667357), (127.0268706, 37.5666871), (127.0269365, 37.5666868), (127.026937, 37.566759), (127.0270505, 37.5667585), (127.0270508, 37.5667957), (127.0266133, 37.5667975)]"
hospital,"[(127.02785, 37.5650179), (127.0279292, 37.5652195), (127.0282579, 37.5651384), (127.0281899, 37.5649655), (127.0280834, 37.5649918), (127.0280721, 37.564963), (127.02785, 37.5650179)]"
school,"[(126.963393, 37.5565647), (126.9634197, 37.5566823), (126.9647841, 37.5565222), (126.9647809, 37.5565009), (126.9650103, 37.5564792), (126.9650003, 37.5564126), (126.963393, 37.5565647)]"
school,"[(126.9630235, 37.556261), (126.9632568, 37.5564843), (126.9633051, 37.5564567), (126.9633212, 37.5564035), (126.9633051, 37.5563525), (126.9631281, 37.5561887), (126.9630235, 37.556261)]"
kindergarten,"[(126.7563754, 37.7088557), (126.7565728, 37.7089983), (126.7565917, 37.7089819), (126.7566377, 37.7090151), (126.7566568, 37.7089985), (126.7567024, 37.7090314), (126.7568078, 37.7089401), (126.7567602, 37.7089058), (126.7567297, 37.7089323), (126.756676, 37.7088935), (126.7566605, 37.708907), (126.7564728, 37.7087713), (126.7563754, 37.7088557)]"
school,"[(126.9381379, 37.5772714), (126.9383527, 37.5778895), (126.9388594, 37.5777525), (126.9387847, 37.5775008), (126.9387146, 37.5773695), (126.9386422, 37.5772954), (126.9384905, 37.5772677), (126.9384741, 37.5773361), (126.9383527, 37.577301), (126.9382967, 37.5773084), (126.9382803, 37.5772344), (126.9381379, 37.5772714)]"
church,"[(126.9359896, 37.5764758), (126.9359916, 37.5765257), (126.9361329, 37.5765265), (126.9361339, 37.5766321), (126.9364155, 37.5766063), (126.9364134, 37.5765322), (126.9365354, 37.5765346), (126.9365374, 37.576454), (126.9365588, 37.5764476), (126.9365506, 37.5763936), (126.9365262, 37.5763703), (126.936511, 37.5763397), (126.9364897, 37.5763203), (126.9364439, 37.5763187), (126.9364429, 37.5763389), (126.9364429, 37.5764009), (126.9364266, 37.5764001), (126.9364104, 37.5763807), (126.9363931, 37.5763679), (126.9363799, 37.5763493), (126.9364368, 37.5762978), (126.9364144, 37.5762833), (126.9363778, 37.5762656), (126.9363118, 37.5762503), (126.9363331, 37.5761971), (126.936265, 37.576185), (126.9362041, 37.5761882), (126.9361654, 37.5761915), (126.9360973, 37.5762253), (126.936138, 37.5762519), (126.9361299, 37.5762575), (126.9360882, 37.576276), (126.9360557, 37.5762978), (126.9360364, 37.5763179), (126.9361227, 37.5763751), (126.9360943, 37.5764065), (126.9360862, 37.5764323), (126.9360841, 37.5764508), (126.9360821, 37.5764685), (126.9359896, 37.5764758)]"
retail,"[(126.9356902, 37.5758447), (126.935701, 37.5758996), (126.9357379, 37.5758972), (126.9357996, 37.5761646), (126.9357811, 37.5761792), (126.9357826, 37.5762061), (126.9359752, 37.5761426), (126.9359367, 37.5759411), (126.9359166, 37.5759399), (126.9358951, 37.5758996), (126.935815, 37.5758557), (126.9357518, 37.5758288), (126.9356902, 37.5758447)]"
school,"[(127.160013, 37.5993933), (127.1601726, 37.5994539), (127.1601431, 37.5995006), (127.1607184, 37.5997259), (127.1607332, 37.5996972), (127.1608566, 37.5997461), (127.1610631, 37.5994326), (127.1610403, 37.599423), (127.1610779, 37.599371), (127.1611744, 37.5994188), (127.1612428, 37.5993253), (127.1610014, 37.5991989), (127.1609786, 37.5992222), (127.1606111, 37.5990405), (127.1606299, 37.5990193), (127.1603778, 37.5989024), (127.1601364, 37.599202), (127.1603845, 37.5993189), (127.1603228, 37.5994029), (127.1600707, 37.5992998), (127.160013, 37.5993933), (127.1603671, 37.5994177), (127.1604221, 37.599338), (127.1604449, 37.5993094), (127.1604931, 37.599253), (127.1605307, 37.5992764), (127.160579, 37.5992127), (127.1609384, 37.599388), (127.1608016, 37.5995941), (127.1603671, 37.5994177)]"
hospital,"[(127.0858556, 37.4895614), (127.0863047, 37.4896947), (127.0863254, 37.4896508), (127.0865099, 37.4897056), (127.0865403, 37.4896412), (127.0867719, 37.48971), (127.086816, 37.4896165), (127.0859508, 37.4893596), (127.0858556, 37.4895614)]"
kindergarten,"[(127.0614253, 37.5637523), (127.0617686, 37.5641563), (127.0618812, 37.5640925), (127.061532, 37.5636848), (127.0614253, 37.5637523)]"
kindergarten,"[(126.8336455, 37.6393133), (126.8336955, 37.6395475), (126.833936, 37.6395153), (126.8339245, 37.6394615), (126.8340016, 37.6394512), (126.8339631, 37.6392707), (126.8336455, 37.6393133)]"
university,"[(127.0262258, 37.5818209), (127.0263063, 37.5820624), (127.0267145, 37.5819849), (127.0266225, 37.5817434), (127.0265995, 37.5816887), (127.026542, 37.5817024), (127.026473, 37.5815885), (127.0263121, 37.581625), (127.0263408, 37.5817206), (127.0262776, 37.581748), (127.0262948, 37.5817981), (127.0262258, 37.5818209)]"
school,"[(126.8676801, 37.4648473), (126.8677295, 37.465019), (126.867836, 37.4650003), (126.8678584, 37.4650731), (126.868104, 37.4650295), (126.8680832, 37.4649542), (126.8681628, 37.4649392), (126.8682027, 37.4650551), (126.8686616, 37.464964), (126.8686256, 37.4648534), (126.8682927, 37.4649256), (126.8682358, 37.4647359), (126.8676801, 37.4648473)]"
school,"[(126.868697, 37.4645556), (126.8687312, 37.4646625), (126.868826, 37.4646474), (126.8688488, 37.4647332), (126.8688317, 37.4647378), (126.8688184, 37.4646926), (126.868716, 37.4647107), (126.8687786, 37.46495), (126.8693627, 37.4648371), (126.8693267, 37.4647031), (126.8694064, 37.4646851), (126.869395, 37.4646264), (126.8697174, 37.4645526), (126.8696814, 37.4644502), (126.8692376, 37.4645466), (126.869247, 37.4645782), (126.8692015, 37.4645872), (126.8691636, 37.4646233), (126.869156, 37.4646565), (126.8691826, 37.4647633), (126.8688639, 37.464816), (126.8688545, 37.4647889), (126.8689, 37.4647829), (126.868862, 37.4646414), (126.8689607, 37.4646233), (126.8689493, 37.4645797), (126.8689758, 37.4645722), (126.8689607, 37.4645029), (126.8689151, 37.4645074), (126.8689076, 37.4644743), (126.8688601, 37.4644803), (126.8688507, 37.4644547), (126.8687577, 37.4644698), (126.8687634, 37.4644969), (126.8687236, 37.4645059), (126.8687331, 37.4645466), (126.868697, 37.4645556)]"
kindergarten,"[(126.8347908, 37.6141147), (126.8349077, 37.6141152), (126.8349084, 37.614006), (126.8351929, 37.6140072), (126.8351935, 37.6139256), (126.8347921, 37.6139239), (126.8347908, 37.6141147)]"
church,"[(126.8336176, 37.6143682), (126.8337006, 37.6143682), (126.8337005, 37.6144964), (126.8337136, 37.6144964), (126.8337136, 37.6145098), (126.8338276, 37.6145096), (126.8338276, 37.6144945), (126.8338966, 37.6144943), (126.8338962, 37.6143533), (126.8338834, 37.6143533), (126.8338831, 37.6142812), (126.8338959, 37.6142812), (126.8338958, 37.614239), (126.833866, 37.6142221), (126.8336177, 37.614222), (126.8336176, 37.6143682)]"
church,"[(126.8347994, 37.6145848), (126.8351718, 37.6145867), (126.8351728, 37.6144564), (126.8351494, 37.6144563), (126.83515, 37.6143714), (126.8350788, 37.614371), (126.8350786, 37.6143926), (126.8349512, 37.6143919), (126.8349511, 37.6144146), (126.834898, 37.6144143), (126.8348992, 37.6142581), (126.834802, 37.6142577), (126.8347994, 37.6145848)]"
retail,"[(126.7600213, 37.6762515), (126.7601511, 37.6764335), (126.7603762, 37.6763332), (126.7602402, 37.6761501), (126.7600213, 37.6762515)]"
kindergarten,"[(126.7710476, 37.6749783), (126.7711649, 37.6751484), (126.7713894, 37.6750515), (126.7712721, 37.6748813), (126.7710476, 37.6749783)]"
hotel,"[(126.7564613, 37.6567612), (126.7572169, 37.6578468), (126.7573369, 37.6577288), (126.7574264, 37.6576645), (126.7575646, 37.6576065), (126.7577232, 37.657555), (126.7578614, 37.6575389), (126.7579874, 37.6575454), (126.7582151, 37.6575711), (126.7582801, 37.6575776), (126.7584956, 37.6576323), (126.7585728, 37.6576258), (126.7588168, 37.6573973), (126.7589103, 37.6573458), (126.7589916, 37.6572686), (126.7591339, 37.6570047), (126.7591501, 37.6568856), (126.7592111, 37.6567375), (126.7591583, 37.656641), (126.7587314, 37.6565508), (126.7583086, 37.656509), (126.7580403, 37.6564993), (126.7578898, 37.6564736), (126.7575687, 37.6564961), (126.7573288, 37.6565154), (126.7571133, 37.6565573), (126.7568775, 37.6566056), (126.7566092, 37.6566925), (126.7564954, 37.6567182), (126.7564613, 37.6567612)]"
hotel,"[(126.7556958, 37.6582731), (126.7563337, 37.6585129), (126.756548, 37.6581557), (126.7559102, 37.6579159), (126.7556958, 37.6582731)]"
kindergarten,"[(126.7876347, 37.6534058), (126.7878524, 37.6534856), (126.7879331, 37.6533399), (126.7877218, 37.6532633), (126.7876347, 37.6534058)]"
kindergarten,"[(126.7825851, 37.6547977), (126.7828008, 37.6548775), (126.7828987, 37.654709), (126.7826763, 37.6546344), (126.7826485, 37.6546842), (126.7825851, 37.6547977)]"
retail,"[(126.7833905, 37.6538547), (126.7837212, 37.6539727), (126.7838844, 37.6536904), (126.7838419, 37.6536747), (126.7836832, 37.6536154), (126.7836291, 37.6537097), (126.7835265, 37.6536729), (126.7834995, 37.653663), (126.7833905, 37.6538547)]"
retail,"[(126.7835806, 37.6535785), (126.7836832, 37.6536154), (126.7838419, 37.6536747), (126.7839196, 37.6535428), (126.7836602, 37.6534443), (126.7835806, 37.6535785)]"
retail,"[(126.7840829, 37.6540573), (126.7842937, 37.6541317), (126.7845208, 37.6537511), (126.7843, 37.6536735), (126.7840829, 37.6540573)]"
retail,"[(126.7871885, 37.6571609), (126.7874722, 37.6572632), (126.7876122, 37.6570196), (126.7874841, 37.6569735), (126.7873984, 37.6571226), (126.7872427, 37.6570666), (126.7871885, 37.6571609)]"
kindergarten,"[(126.7872525, 37.6576525), (126.7874036, 37.6577096), (126.7874782, 37.6575859), (126.7873272, 37.6575288), (126.7872525, 37.6576525)]"
retail,"[(126.7858152, 37.6566827), (126.7861179, 37.6567812), (126.7861775, 37.6566664), (126.7858748, 37.6565679), (126.7858152, 37.6566827)]"
retail,"[(126.7821118, 37.6561087), (126.7823528, 37.6561923), (126.7825089, 37.6559101), (126.7822679, 37.6558265), (126.7821118, 37.6561087)]"
school,"[(126.7863111, 37.6528005), (126.7871945, 37.6531238), (126.7872093, 37.6531069), (126.787294, 37.6529499), (126.7872509, 37.6529341), (126.7864123, 37.6526271), (126.7863111, 37.6528005)]"
school,"[(126.7872093, 37.6531069), (126.787354, 37.6531558), (126.7875129, 37.6528613), (126.7873682, 37.6528124), (126.787294, 37.6529499), (126.7872093, 37.6531069)]"
school,"[(126.7794721, 37.6537724), (126.7805689, 37.6541632), (126.7806607, 37.6540017), (126.7795639, 37.6536109), (126.7794721, 37.6537724)]"
retail,"[(126.7844353, 37.6520283), (126.7847898, 37.6521588), (126.7849141, 37.6519473), (126.7845596, 37.6518168), (126.7844353, 37.6520283)]"
retail,"[(126.7886535, 37.6581591), (126.7888061, 37.6582111), (126.7889294, 37.6579844), (126.7887769, 37.6579324), (126.7886535, 37.6581591)]"
kindergarten,"[(126.7826936, 37.6561852), (126.7828544, 37.6562442), (126.782957, 37.6560594), (126.7827988, 37.6560056), (126.7826936, 37.6561852)]"
retail,"[(126.7828965, 37.6558994), (126.7831504, 37.6559872), (126.7832507, 37.6558047), (126.7830627, 37.6557445), (126.7829991, 37.6557216), (126.7828965, 37.6558994)]"
school,"[(126.8143982, 37.6751831), (126.8145017, 37.6753664), (126.8147948, 37.6752643), (126.8147424, 37.6751782), (126.814724, 37.6751848), (126.8147134, 37.6751662), (126.8147305, 37.67516), (126.8147118, 37.6751273), (126.8149643, 37.675037), (126.815044, 37.6751767), (126.8152631, 37.6750984), (126.8151877, 37.6749663), (126.8152087, 37.6749588), (126.8149715, 37.6745424), (126.8148116, 37.6745994), (126.8148485, 37.6746643), (126.8148345, 37.6746693), (126.8148157, 37.6746568), (126.8148892, 37.6747717), (126.8149663, 37.6748581), (126.8149569, 37.674868), (126.8149693, 37.6748895), (126.8149389, 37.6749005), (126.8149493, 37.6749186), (126.8149255, 37.6749272), (126.8149351, 37.6749438), (126.8149167, 37.6749505), (126.8149044, 37.6749291), (126.8144427, 37.6750956), (126.8144762, 37.6751538), (126.8143982, 37.6751831)]"
school,"[(126.7928245, 37.655028), (126.793738, 37.6553457), (126.7938276, 37.6551842), (126.7929071, 37.6548702), (126.7928245, 37.655028)]"
kindergarten,"[(126.7924093, 37.6561682), (126.7925899, 37.6562294), (126.7926877, 37.6560638), (126.792505, 37.655999), (126.7924093, 37.6561682)]"
kindergarten,"[(126.7740392, 37.6790304), (126.7741674, 37.6792325), (126.7743279, 37.6791686), (126.7741998, 37.6789666), (126.7740392, 37.6790304)]"
retail,"[(126.7626297, 37.6787184), (126.7626933, 37.6788062), (126.7629079, 37.6787088), (126.7628443, 37.6786211), (126.7626297, 37.6787184)]"
retail,"[(126.7906827, 37.654739), (126.7908449, 37.6547988), (126.7910649, 37.6544242), (126.7909027, 37.6543645), (126.7906827, 37.654739)]"
kindergarten,"[(126.7903477, 37.6553208), (126.7905133, 37.6553727), (126.7905846, 37.6552299), (126.790419, 37.655178), (126.7903477, 37.6553208)]"
retail,"[(126.7719026, 37.6795081), (126.7721328, 37.6798566), (126.7723154, 37.6797811), (126.7720852, 37.6794326), (126.7719026, 37.6795081)]"
kindergarten,"[(126.7862238, 37.6600892), (126.7862374, 37.6601132), (126.7864654, 37.6601925), (126.7865134, 37.6601859), (126.7866462, 37.6599724), (126.7865353, 37.6599308), (126.7863538, 37.6598663), (126.7862238, 37.6600892)]"
retail,"[(126.7667743, 37.6720527), (126.7668629, 37.6721808), (126.7670406, 37.6721038), (126.7668988, 37.6718988), (126.7667984, 37.6719423), (126.7667743, 37.6720527)]"
retail,"[(126.7679833, 37.6737793), (126.768152, 37.6740325), (126.768313, 37.6739654), (126.7681161, 37.6736696), (126.7680111, 37.6737134), (126.7679833, 37.6737793)]"
retail,"[(126.7696998, 37.6728892), (126.7697776, 37.6729906), (126.7699148, 37.6729248), (126.769837, 37.6728233), (126.7696998, 37.6728892)]"
retail,"[(126.7701343, 37.6734884), (126.7702121, 37.6735898), (126.7703492, 37.6735239), (126.7702714, 37.6734225), (126.7701343, 37.6734884)]"
retail,"[(126.7580255, 37.6771179), (126.7581963, 37.6773653), (126.7584375, 37.677261), (126.7582666, 37.6770136), (126.7580255, 37.6771179)]"
retail,"[(126.7570961, 37.6769426), (126.7572133, 37.6771133), (126.7576184, 37.6769391), (126.7575012, 37.6767683), (126.7570961, 37.6769426)]"
retail,"[(126.7552329, 37.674875), (126.7554282, 37.6751297), (126.7555613, 37.6751538), (126.7557784, 37.6750495), (126.7556875, 37.6749309), (126.7555315, 37.6750058), (126.7553778, 37.6748053), (126.7552329, 37.674875)]"
retail,"[(126.7588712, 37.6732355), (126.7589892, 37.6734196), (126.7591871, 37.6733401), (126.7590691, 37.673156), (126.7588712, 37.6732355)]"
hospital,"[(126.7752628, 37.6542585), (126.7759623, 37.6545307), (126.776282, 37.6540158), (126.7755825, 37.6537436), (126.7752628, 37.6542585)]"
church,"[(126.8432553, 37.4848277), (126.8433556, 37.4850464), (126.8435145, 37.4850005), (126.8434142, 37.4847818), (126.8432553, 37.4848277)]"
retail,"[(126.8430721, 37.4839805), (126.8430801, 37.4840043), (126.8431589, 37.4840879), (126.8432226, 37.4840549), (126.8431562, 37.4839854), (126.8431536, 37.4839763), (126.8431677, 37.4839187), (126.8431757, 37.4839096), (126.8433933, 37.4838085), (126.8433615, 37.4837734), (126.8433429, 37.4837677), (126.8433225, 37.4837684), (126.8431403, 37.4838485), (126.8431129, 37.4838653), (126.8430898, 37.4839004), (126.843073, 37.4839566), (126.8430721, 37.4839805)]"
school,"[(126.8253461, 37.4637911), (126.8255154, 37.4640236), (126.8256976, 37.4639399), (126.8255283, 37.4637075), (126.8253461, 37.4637911)]"
church,"[(127.1609399, 37.4556864), (127.1611213, 37.4559001), (127.1614298, 37.4557349), (127.1612484, 37.4555213), (127.1609399, 37.4556864)]"
kindergarten,"[(126.7794386, 37.6531712), (126.7795806, 37.6532186), (126.77961, 37.6531635), (126.7797162, 37.6531989), (126.7797728, 37.6530925), (126.7796612, 37.6530552), (126.7796279, 37.6531179), (126.7794912, 37.6530723), (126.7794386, 37.6531712)]"
kindergarten,"[(127.1550806, 37.6135349), (127.1553178, 37.6136573), (127.1554273, 37.6135244), (127.1554037, 37.6135122), (127.1554382, 37.6134703), (127.1553594, 37.6134296), (127.1552895, 37.6135145), (127.1551546, 37.6134448), (127.1550806, 37.6135349)]"
school,"[(126.8371741, 37.4826207), (126.8373297, 37.4827164), (126.8372438, 37.4827994), (126.837445, 37.4829186), (126.8375684, 37.4828058), (126.8377078, 37.4828995), (126.8376247, 37.4829825), (126.8379519, 37.4831826), (126.8381155, 37.4830314), (126.8379224, 37.4829016), (126.837968, 37.482859), (126.8378822, 37.4827973), (126.8380592, 37.4828037), (126.8380646, 37.4826526), (126.8380485, 37.4826419), (126.8375228, 37.4826377), (126.8375442, 37.4826164), (126.8372894, 37.482461), (126.8371848, 37.4825504), (126.837225, 37.482576), (126.8371741, 37.4826207)]"
school,"[(127.1834753, 37.6554212), (127.1835307, 37.6555338), (127.1835385, 37.6555306), (127.1835868, 37.6556044), (127.183579, 37.6556076), (127.1836678, 37.6557081), (127.1838991, 37.6556133), (127.1838561, 37.6555477), (127.1842013, 37.6554062), (127.184241, 37.6554668), (127.1843895, 37.6554059), (127.1843738, 37.655382), (127.1844458, 37.6553525), (127.1844218, 37.6553158), (127.1846828, 37.6552088), (127.1846277, 37.6551245), (127.1837525, 37.6554832), (127.1836619, 37.6553446), (127.1836232, 37.6553416), (127.1835769, 37.6553432), (127.1835367, 37.6553607), (127.1835065, 37.6553857), (127.1834872, 37.6554162), (127.1834753, 37.6554212)]"
retail,"[(126.9110176, 37.6089319), (126.9110284, 37.6090539), (126.9111794, 37.6090356), (126.9111593, 37.6089185), (126.9110176, 37.6089319)]"
retail,"[(126.9110053, 37.6088184), (126.9110191, 37.6089124), (126.9111932, 37.6088892), (126.9111763, 37.6088037), (126.9110053, 37.6088184)]"
retail,"[(126.9109852, 37.6086866), (126.9109991, 37.608772), (126.9111347, 37.6087561), (126.9111085, 37.6086744), (126.9109852, 37.6086866)]"
church,"[(127.1132864, 37.6246835), (127.1133883, 37.6248442), (127.1136649, 37.6247342), (127.1135298, 37.624521), (127.1133289, 37.6246008), (127.1133472, 37.6246297), (127.1132902, 37.6246524), (127.1133052, 37.624676), (127.1132864, 37.6246835)]"
retail,"[(127.111446, 37.6248341), (127.1114944, 37.6249823), (127.1115011, 37.6249947), (127.1115391, 37.6250632), (127.1117103, 37.6249953), (127.1117101, 37.6249947), (127.1115805, 37.6247819), (127.111446, 37.6248341)]"
retail,"[(127.1151935, 37.6288981), (127.1153564, 37.6291582), (127.1154523, 37.6291205), (127.1153515, 37.6289596), (127.1153408, 37.6289638), (127.1152786, 37.6288646), (127.1151935, 37.6288981)]"
retail,"[(127.1145853, 37.6284693), (127.1146077, 37.6284845), (127.1146368, 37.6285042), (127.1146872, 37.6284577), (127.114946, 37.6286333), (127.1150151, 37.6285693), (127.1147048, 37.6283589), (127.1145853, 37.6284693)]"
retail,"[(127.1139162, 37.6272042), (127.1143019, 37.6274687), (127.1143551, 37.6274201), (127.1139694, 37.6271556), (127.1139162, 37.6272042)]"
hospital,"[(126.8855061, 37.4249625), (126.8877062, 37.4243239), (126.8876075, 37.4238057), (126.886462, 37.4241913), (126.8858096, 37.4240467), (126.8855061, 37.4249625)]"
retail,"[(127.1144398, 37.6267247), (127.1146272, 37.626925), (127.114762, 37.6268458), (127.1145747, 37.6266456), (127.1144398, 37.6267247)]"
school,"[(127.1170202, 37.6273326), (127.1171087, 37.6274733), (127.1174358, 37.6273444), (127.1175886, 37.6275874), (127.1175578, 37.6275995), (127.1175217, 37.6275422), (127.1171852, 37.6276749), (127.1172439, 37.6277682), (127.117326, 37.6277358), (127.1173468, 37.6277689), (127.1176014, 37.6276685), (127.1175793, 37.6276333), (127.117878, 37.6275155), (127.1179054, 37.6275591), (127.1183043, 37.6274019), (127.1181765, 37.6271985), (127.1177795, 37.6273551), (127.1178183, 37.6274168), (127.11775, 37.6274437), (127.1176365, 37.6272632), (127.1178776, 37.6271681), (127.1177901, 37.627029), (127.1170202, 37.6273326)]"
church,"[(127.1163886, 37.6293477), (127.1165999, 37.6296828), (127.116907, 37.6295614), (127.1166956, 37.6292262), (127.1163886, 37.6293477)]"
school,"[(127.1158077, 37.6282526), (127.1158872, 37.6283733), (127.1159718, 37.6283425), (127.1160455, 37.6284604), (127.1158759, 37.6285272), (127.1161212, 37.6289145), (127.1164858, 37.6287703), (127.1163792, 37.6286047), (127.1162493, 37.6286558), (127.1162132, 37.6286035), (127.1162559, 37.6285856), (127.1162419, 37.6285614), (127.1165557, 37.6285509), (127.116545, 37.6283537), (127.11639, 37.6283587), (127.1163916, 37.6283907), (127.1162031, 37.6283975), (127.1162032, 37.6284239), (127.1161345, 37.6284272), (127.1161277, 37.6283138), (127.1165003, 37.6281639), (127.1164046, 37.6280123), (127.1158077, 37.6282526)]"
retail,"[(127.1183069, 37.6303449), (127.1183532, 37.6304174), (127.1186625, 37.6302935), (127.1186103, 37.6302117), (127.1183492, 37.6303163), (127.1183551, 37.6303256), (127.1183069, 37.6303449)]"
school,"[(127.1208263, 37.6293366), (127.1209399, 37.6295268), (127.1211146, 37.629455), (127.1210967, 37.6294264), (127.121121, 37.6294197), (127.121123, 37.6294225), (127.1211694, 37.6294174), (127.1212107, 37.6294095), (127.121249, 37.6293983), (127.1212952, 37.6293817), (127.1212795, 37.629354), (127.121328, 37.629336), (127.1211942, 37.6290996), (127.1210304, 37.6291603), (127.1210785, 37.6292445), (127.1208263, 37.6293366)]"
school,"[(127.1191816, 37.6307142), (127.1192079, 37.6308506), (127.1193867, 37.6308276), (127.1193931, 37.6308591), (127.1196001, 37.6308315), (127.1197174, 37.6310135), (127.1193922, 37.6311431), (127.1194876, 37.6312942), (127.1196999, 37.6312094), (127.1198415, 37.6311533), (127.1198558, 37.6311763), (127.119978, 37.631128), (127.1199647, 37.6311055), (127.1199859, 37.6310971), (127.1204714, 37.630904), (127.1203633, 37.6307316), (127.1199863, 37.6308838), (127.1199673, 37.6308916), (127.1199863, 37.6309247), (127.1199911, 37.6309332), (127.1199863, 37.6309348), (127.1198805, 37.6309741), (127.1198667, 37.6309545), (127.11987, 37.6309534), (127.119665, 37.6306305), (127.1195802, 37.6306637), (127.1195804, 37.6306665), (127.1195452, 37.6306704), (127.1195448, 37.6306676), (127.1191816, 37.6307142)]"
school,"[(127.1195888, 37.6314623), (127.1196819, 37.6316101), (127.119819, 37.6315559), (127.1198019, 37.6315289), (127.1199851, 37.6314565), (127.1200455, 37.6314326), (127.1201605, 37.6316149), (127.1202018, 37.6315986), (127.1202539, 37.6316812), (127.1201005, 37.6317419), (127.12008, 37.6317094), (127.1200749, 37.6317114), (127.1200542, 37.6316785), (127.1199818, 37.6317071), (127.1197906, 37.6317827), (127.1198122, 37.631817), (127.1198083, 37.6318185), (127.119924, 37.6320021), (127.1199844, 37.6319783), (127.1202633, 37.631868), (127.1202736, 37.6318844), (127.1203978, 37.6318354), (127.1203677, 37.6317877), (127.1207021, 37.6316556), (127.1207192, 37.6316828), (127.1208974, 37.6316124), (127.1208039, 37.6314639), (127.1203346, 37.6316494), (127.1203186, 37.631624), (127.1203656, 37.6316054), (127.1201385, 37.631245), (127.1199856, 37.6313054), (127.1195888, 37.6314623)]"
hotel,"[(127.1165054, 37.6322473), (127.1165437, 37.6323074), (127.1165585, 37.6323015), (127.1166543, 37.632452), (127.1168761, 37.6323635), (127.1167804, 37.6322132), (127.1167959, 37.632207), (127.1167576, 37.6321466), (127.1165054, 37.6322473)]"
hotel,"[(127.1166647, 37.6324674), (127.1167595, 37.6326177), (127.1167433, 37.6326241), (127.1167812, 37.6326842), (127.1170351, 37.6325838), (127.1169972, 37.6325237), (127.1169811, 37.6325301), (127.1168863, 37.6323798), (127.1166647, 37.6324674)]"
